Rule ID,IF (Antecedents),THEN (Consequents),Support,Confidence,Confidence (%),Lift
1783,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal",Diabetes_No,0.3927,0.89,89.0%,0.9987
1784,Blood Pressure_BP_High,Temperature_Temp_Normal,0.1394,0.7774,77.74%,0.9987
1785,"Blood Type_B, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1018,0.7906,79.06%,0.9987
1786,"Cholesterol_Chol_Normal, Diabetes_No, Temperature_Temp_Normal",Smoking_No,0.3385,0.7906,79.06%,0.9987
1787,"Gender_Male, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.2548,0.89,89.0%,0.9987
1788,"Diabetes_No, Gender_Female",Heart Rate_HR_Normal,0.3274,0.741,74.1%,0.9987
1789,"Gender_Female, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.2855,0.7774,77.74%,0.9987
1790,"Blood Type_AB, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1249,0.741,74.1%,0.9987
1791,"Age_Age_18_22, Blood Pressure_BP_Normal, Diabetes_No",Smoking_No,0.1218,0.7906,79.06%,0.9987
1792,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1254,0.5934,59.34%,0.9987
1793,Heart Rate_HR_High,"Cholesterol_Chol_Normal, Diabetes_No",0.1226,0.5491,54.91%,0.9987
1794,"Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.4569,0.7774,77.74%,0.9987
1795,Temperature_Temp_Normal,"Heart Rate_HR_Normal, Smoking_No",0.4569,0.587,58.7%,0.9987
1796,"Diabetes_No, Gender_Male, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1671,0.6158,61.58%,0.9987
1797,"Age_Age_28_34, Gender_Male, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1043,0.6922,69.22%,0.9987
1798,Height_Height_150_160,Temperature_Temp_Normal,0.1552,0.7774,77.74%,0.9987
1799,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1142,0.741,74.1%,0.9987
1800,Weight_Weight_80_90,"Diabetes_No, Heart Rate_HR_Normal",0.1083,0.6605,66.05%,0.9987
1801,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline, Temperature_Temp_Normal",Diabetes_No,0.125,0.8899,88.99%,0.9987
1802,"Age_Age_23_27, Diabetes_No",Blood Pressure_BP_Normal,0.1535,0.5934,59.34%,0.9987
1803,Blood Type_B,Cholesterol_Chol_Normal,0.1543,0.6158,61.58%,0.9987
1804,"Age_Age_18_22, Cholesterol_Chol_Normal",Temperature_Temp_Normal,0.1404,0.7774,77.74%,0.9987
1805,"BMI_BMI_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1352,0.7046,70.46%,0.9987
1806,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1024,0.6605,66.05%,0.9987
1807,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1242,0.5481,54.81%,0.9987
1808,"BMI_BMI_Underweight, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1535,0.8899,88.99%,0.9986
1809,"Blood Type_AB, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.111,0.587,58.7%,0.9986
1810,"Age_Age_28_34, Gender_Male, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1061,0.7046,70.46%,0.9986
1811,"Blood Type_B, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1287,0.8899,88.99%,0.9986
1812,"BMI_BMI_Normal, Diabetes_No","Heart Rate_HR_Normal, Smoking_No",0.1743,0.587,58.7%,0.9986
1813,"Blood Pressure_BP_Normal, Blood Type_B, Smoking_No",Diabetes_No,0.1054,0.8899,88.99%,0.9986
1814,"BMI_BMI_Normal, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1715,0.7773,77.73%,0.9986
1815,"Diabetes_No, Gender_Male","Smoking_No, Temperature_Temp_Normal",0.2713,0.6153,61.53%,0.9986
1816,"Age_Age_18_22, Diabetes_No",Smoking_No,0.205,0.7906,79.06%,0.9986
1817,"Cholesterol_Chol_Normal, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1064,0.5934,59.34%,0.9986
1818,"BMI_BMI_Normal, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1594,0.6158,61.58%,0.9986
1819,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.191,0.8899,88.99%,0.9986
1820,Age_Age_18_22,Temperature_Temp_Normal,0.2259,0.7773,77.73%,0.9986
1821,"Blood Type_B, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.1309,0.7906,79.06%,0.9986
1822,"Blood Type_B, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1105,0.5934,59.34%,0.9986
1823,"Age_Age_28_34, Blood Pressure_BP_Normal, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1399,0.7773,77.73%,0.9986
1824,"Blood Pressure_BP_Normal, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.3057,0.6604,66.04%,0.9986
1825,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1536,0.6604,66.04%,0.9986
1826,"Blood Type_A, Heart Rate_HR_Normal",Diabetes_No,0.1617,0.8899,88.99%,0.9986
1827,"Gender_Male, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.2037,0.5283,52.83%,0.9986
1828,Blood Type_B,Temperature_Temp_Normal,0.1948,0.7773,77.73%,0.9986
1829,"Gender_Female, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.2287,0.5934,59.34%,0.9986
1830,"Blood Pressure_BP_Normal, Smoking_No",Cholesterol_Chol_Normal,0.2894,0.6158,61.58%,0.9986
1831,"Age_Age_28_34, Cholesterol_Chol_Normal",Diabetes_No,0.2244,0.8899,88.99%,0.9986
1832,"Blood Type_O, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1377,0.6153,61.53%,0.9986
1833,"Age_Age_18_22, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1041,0.5764,57.64%,0.9986
1834,"Age_Age_23_27, Temperature_Temp_Normal",Diabetes_No,0.2013,0.8899,88.99%,0.9986
1835,Weight_Weight_80_90,"Diabetes_No, Smoking_No",0.1155,0.7045,70.45%,0.9986
1836,"Diabetes_No, Gender_Female, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1616,0.5934,59.34%,0.9986
1837,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1761,0.7773,77.73%,0.9986
1838,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1195,0.7773,77.73%,0.9986
1839,"Blood Pressure_BP_Normal, Diabetes_No, Smoking_No",Cholesterol_Chol_Normal,0.2576,0.6158,61.58%,0.9986
1840,"Diabetes_No, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.2713,0.7773,77.73%,0.9986
1841,"BMI_BMI_Underweight, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1432,0.8898,88.98%,0.9986
1842,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1311,0.7045,70.45%,0.9986
1843,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.2412,0.7773,77.73%,0.9986
1844,"Gender_Male, Heart Rate_HR_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.2017,0.7045,70.45%,0.9986
1845,"Blood Pressure_BP_Normal, Temperature_Temp_Normal",Diabetes_No,0.4119,0.8898,88.98%,0.9986
1846,"Age_Age_23_27, Blood Pressure_BP_Normal",Diabetes_No,0.1535,0.8898,88.98%,0.9986
1847,"Age_Age_28_34, Blood Pressure_BP_Normal, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1164,0.6158,61.58%,0.9986
1848,"BMI_BMI_Underweight, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.1174,0.5282,52.82%,0.9986
1849,"Blood Pressure_BP_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.3103,0.6604,66.04%,0.9986
1850,"BMI_BMI_Underweight, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1134,0.8898,88.98%,0.9986
1851,"BMI_BMI_Normal, Gender_Male","Diabetes_No, Smoking_No",0.1156,0.7045,70.45%,0.9986
1852,"Gender_Female, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2262,0.5764,57.64%,0.9986
1853,Blood Type_O,Heart Rate_HR_Normal,0.1858,0.7409,74.09%,0.9986
1854,"Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.3171,0.7773,77.73%,0.9986
1855,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.2111,0.5934,59.34%,0.9986
1856,"BMI_BMI_Underweight, Temperature_Temp_Normal",Diabetes_No,0.1938,0.8898,88.98%,0.9985
1857,"Age_Age_28_34, Blood Pressure_BP_Normal",Diabetes_No,0.2163,0.8898,88.98%,0.9985
1858,"Age_Age_23_27, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1269,0.5491,54.91%,0.9985
1859,Cholesterol_Chol_Borderline,"Smoking_No, Temperature_Temp_Normal",0.1873,0.6153,61.53%,0.9985
1860,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female, Temperature_Temp_Normal",Smoking_No,0.168,0.7905,79.05%,0.9985
1861,"Blood Pressure_BP_High, Smoking_No",Temperature_Temp_Normal,0.1106,0.7773,77.73%,0.9985
1862,Height_Height_190_200,"Diabetes_No, Heart Rate_HR_Normal",0.1305,0.6604,66.04%,0.9985
1863,"Blood Type_A, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1346,0.6921,69.21%,0.9985
1864,"Age_Age_28_34, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.1245,0.7773,77.73%,0.9985
1865,"BMI_BMI_Underweight, Blood Pressure_BP_Normal","Diabetes_No, Smoking_No",0.1174,0.7045,70.45%,0.9985
1866,"Cholesterol_Chol_Borderline, Temperature_Temp_Normal",Diabetes_No,0.2102,0.8898,88.98%,0.9985
1867,"BMI_BMI_Normal, Gender_Male, Smoking_No",Temperature_Temp_Normal,0.1005,0.7773,77.73%,0.9985
1868,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Diabetes_No,0.2411,0.8898,88.98%,0.9985
1869,"Cholesterol_Chol_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.3385,0.7045,70.45%,0.9985
1870,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1195,0.7045,70.45%,0.9985
1871,"Age_Age_18_22, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.1593,0.7772,77.72%,0.9985
1872,"Age_Age_28_34, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1769,0.549,54.9%,0.9985
1873,"Age_Age_18_22, Blood Pressure_BP_Normal",Heart Rate_HR_Normal,0.1279,0.7409,74.09%,0.9985
1874,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male, Heart Rate_HR_Normal",Smoking_No,0.1064,0.7905,79.05%,0.9985
1875,"Blood Type_O, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1085,0.549,54.9%,0.9985
1876,"Age_Age_28_34, Diabetes_No, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.1099,0.7772,77.72%,0.9985
1877,Height_Height_180_190,"Diabetes_No, Smoking_No",0.1387,0.7045,70.45%,0.9985
1878,"Diabetes_No, Gender_Male, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.2017,0.6152,61.52%,0.9985
1879,"Blood Type_A, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.1346,0.7772,77.72%,0.9985
1880,"BMI_BMI_Underweight, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1468,0.6604,66.04%,0.9985
1881,Blood Type_B,"Heart Rate_HR_Normal, Smoking_No",0.1471,0.5869,58.69%,0.9985
1882,"Cholesterol_Chol_Borderline, Diabetes_No, Gender_Male",Heart Rate_HR_Normal,0.1,0.7409,74.09%,0.9985
1883,"Blood Type_B, Diabetes_No",Temperature_Temp_Normal,0.1732,0.7772,77.72%,0.9985
1884,"Blood Type_O, Diabetes_No, Smoking_No",Cholesterol_Chol_Normal,0.1085,0.6157,61.57%,0.9985
1885,"Gender_Male, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1394,0.6157,61.57%,0.9985
1886,"Blood Type_B, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1018,0.7772,77.72%,0.9985
1887,"Gender_Female, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.2016,0.692,69.2%,0.9985
1888,"Blood Type_B, Heart Rate_HR_Normal",Diabetes_No,0.1656,0.8898,88.98%,0.9985
1889,"Age_Age_28_34, Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1376,0.549,54.9%,0.9985
1890,"Age_Age_28_34, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.2128,0.6604,66.04%,0.9985
1891,"Cholesterol_Chol_Normal, Heart Rate_HR_High",Diabetes_No,0.1226,0.8898,88.98%,0.9985
1892,"Blood Type_B, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1018,0.8898,88.98%,0.9985
1893,"Blood Pressure_BP_Normal, Blood Type_B",Diabetes_No,0.133,0.8898,88.98%,0.9985
1894,"BMI_BMI_Underweight, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1468,0.7409,74.09%,0.9985
1895,"Gender_Male, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.2713,0.8898,88.98%,0.9985
1896,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1193,0.7772,77.72%,0.9985
1897,"Blood Pressure_BP_Normal, Gender_Female","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1538,0.5234,52.34%,0.9985
1898,"Age_Age_28_34, Cholesterol_Chol_Normal, Smoking_No",Heart Rate_HR_Normal,0.1472,0.7409,74.09%,0.9985
1899,"Age_Age_18_22, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1677,0.7772,77.72%,0.9985
1900,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2111,0.5763,57.63%,0.9985
1901,"Diabetes_No, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.2017,0.7772,77.72%,0.9984
1902,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1755,0.7772,77.72%,0.9984
1903,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.2576,0.7904,79.04%,0.9984
1904,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Smoking_No",Temperature_Temp_Normal,0.1616,0.7772,77.72%,0.9984
1905,"Blood Type_B, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1144,0.7408,74.08%,0.9984
1906,"Diabetes_No, Height_Height_190_200","Heart Rate_HR_Normal, Smoking_No",0.1036,0.5869,58.69%,0.9984
1907,"Diabetes_No, Gender_Male, Smoking_No",Cholesterol_Chol_Normal,0.2149,0.6157,61.57%,0.9984
1908,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1254,0.6157,61.57%,0.9984
1909,"Diabetes_No, Gender_Female, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2016,0.5763,57.63%,0.9984
1910,"Blood Pressure_BP_Normal, Gender_Female, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1195,0.6603,66.03%,0.9984
1911,"Heart Rate_HR_Normal, Weight_Weight_90_100",Diabetes_No,0.1091,0.8897,88.97%,0.9984
1912,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Female","Smoking_No, Temperature_Temp_Normal",0.1116,0.6152,61.52%,0.9984
1913,"Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.2548,0.7772,77.72%,0.9984
1914,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.3103,0.7904,79.04%,0.9984
1915,"Blood Type_B, Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1287,0.7771,77.71%,0.9984
1916,"Age_Age_28_34, Gender_Female, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1047,0.8897,88.97%,0.9984
1917,"Age_Age_28_34, Blood Pressure_BP_Normal, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1262,0.7408,74.08%,0.9984
1918,"Age_Age_28_34, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1855,0.7771,77.71%,0.9984
1919,"Blood Type_O, Diabetes_No",Heart Rate_HR_Normal,0.1658,0.7408,74.08%,0.9984
1920,"Blood Type_B, Gender_Male",Diabetes_No,0.1101,0.8897,88.97%,0.9984
1921,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1195,0.7904,79.04%,0.9984
1922,"Cholesterol_Chol_Normal, Diabetes_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.254,0.5932,59.32%,0.9984
1923,"Cholesterol_Chol_Normal, Gender_Male, Temperature_Temp_Normal",Smoking_No,0.1874,0.7904,79.04%,0.9984
1924,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1236,0.7044,70.44%,0.9984
1925,"Blood Type_O, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1298,0.7408,74.08%,0.9984
1926,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Diabetes_No,0.254,0.8896,88.96%,0.9984
1927,"BMI_BMI_Overweight, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1028,0.8896,88.96%,0.9984
1928,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline, Temperature_Temp_Normal",Smoking_No,0.111,0.7904,79.04%,0.9983
1929,BMI_BMI_Obese,Temperature_Temp_Normal,0.1409,0.7771,77.71%,0.9983
1930,"Blood Pressure_BP_Normal, Blood Type_AB",Temperature_Temp_Normal,0.1131,0.7771,77.71%,0.9983
1931,"Gender_Female, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.2262,0.5868,58.68%,0.9983
1932,"BMI_BMI_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1352,0.5479,54.79%,0.9983
1933,"Blood Type_B, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1018,0.6919,69.19%,0.9983
1934,"Age_Age_23_27, Blood Pressure_BP_Normal, Temperature_Temp_Normal",Diabetes_No,0.1201,0.8896,88.96%,0.9983
1935,Height_Height_160_170,Blood Pressure_BP_Normal,0.1173,0.5932,59.32%,0.9983
1936,Weight_Weight_50_60,Temperature_Temp_Normal,0.1297,0.7771,77.71%,0.9983
1937,"BMI_BMI_Normal, Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1119,0.5489,54.89%,0.9983
1938,"Cholesterol_Chol_Normal, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1394,0.7771,77.71%,0.9983
1939,"Blood Pressure_BP_Normal, Blood Type_AB, Diabetes_No",Temperature_Temp_Normal,0.101,0.7771,77.71%,0.9983
1940,Gender_Female,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2855,0.5762,57.62%,0.9983
1941,Blood Pressure_BP_Elevated,Temperature_Temp_Normal,0.1536,0.7771,77.71%,0.9983
1942,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.2002,0.7771,77.71%,0.9983
1943,"Age_Age_28_34, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.11,0.5932,59.32%,0.9983
1944,"Blood Pressure_BP_Elevated, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1014,0.7408,74.08%,0.9983
1945,"Height_Height_180_190, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1076,0.8896,88.96%,0.9983
1946,"Age_Age_18_22, Diabetes_No, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1142,0.5932,59.32%,0.9983
1947,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.2002,0.8896,88.96%,0.9983
1948,Height_Height_150_160,"Smoking_No, Temperature_Temp_Normal",0.1228,0.6151,61.51%,0.9983
1949,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1178,0.5762,57.62%,0.9983
1950,"Age_Age_28_34, Gender_Male, Smoking_No",Heart Rate_HR_Normal,0.1187,0.7407,74.07%,0.9983
1951,"Diabetes_No, Gender_Male",Blood Pressure_BP_Normal,0.2615,0.5932,59.32%,0.9983
1952,"Age_Age_28_34, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1018,0.5489,54.89%,0.9983
1953,"Diabetes_No, Smoking_Yes","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1019,0.5762,57.62%,0.9983
1954,"BMI_BMI_Normal, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.1383,0.5281,52.81%,0.9983
1955,"Cholesterol_Chol_Borderline, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1236,0.6602,66.02%,0.9983
1956,"Diabetes_No, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.5139,0.7771,77.71%,0.9983
1957,Temperature_Temp_Normal,"Diabetes_No, Heart Rate_HR_Normal",0.5139,0.6602,66.02%,0.9983
1958,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No",Heart Rate_HR_Normal,0.1417,0.7407,74.07%,0.9983
1959,"BMI_BMI_Normal, Gender_Male",Cholesterol_Chol_Normal,0.101,0.6156,61.56%,0.9983
1960,Height_Height_180_190,"Diabetes_No, Temperature_Temp_Normal",0.1362,0.6919,69.19%,0.9983
1961,"Cholesterol_Chol_Borderline, Gender_Male",Temperature_Temp_Normal,0.1178,0.7771,77.71%,0.9983
1962,Age_Age_28_34,"Diabetes_No, Temperature_Temp_Normal",0.2829,0.6919,69.19%,0.9983
1963,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.2714,0.6151,61.51%,0.9983
1964,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.2412,0.6919,69.19%,0.9983
1965,"Blood Pressure_BP_Normal, Gender_Female, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1341,0.7903,79.03%,0.9983
1966,"Blood Pressure_BP_Normal, Gender_Female, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1341,0.7407,74.07%,0.9983
1967,Height_Height_180_190,Cholesterol_Chol_Normal,0.1212,0.6156,61.56%,0.9983
1968,"Age_Age_28_34, Gender_Female",Diabetes_No,0.1795,0.8896,88.96%,0.9983
1969,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No",0.144,0.7043,70.43%,0.9982
1970,"Diabetes_No, Weight_Weight_80_90",Temperature_Temp_Normal,0.1131,0.777,77.7%,0.9982
1971,"Diabetes_No, Gender_Female, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.2544,0.777,77.7%,0.9982
1972,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1145,0.6151,61.51%,0.9982
1973,"Blood Pressure_BP_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.3253,0.8895,88.95%,0.9982
1974,"Cholesterol_Chol_Normal, Gender_Female, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1393,0.6151,61.51%,0.9982
1975,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1561,0.8895,88.95%,0.9982
1976,"Gender_Male, Heart Rate_HR_Normal, Smoking_No","Blood Pressure_BP_Normal, Diabetes_No",0.1536,0.5281,52.81%,0.9982
1977,"Gender_Female, Smoking_No",Blood Pressure_BP_Normal,0.2328,0.5932,59.32%,0.9982
1978,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.11,0.7407,74.07%,0.9982
1979,"Blood Type_O, Smoking_No",Cholesterol_Chol_Normal,0.1216,0.6156,61.56%,0.9982
1980,Smoking_Yes,Heart Rate_HR_Normal,0.147,0.7407,74.07%,0.9982
1981,"Blood Type_B, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1446,0.777,77.7%,0.9982
1982,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Diabetes_No",Cholesterol_Chol_Normal,0.1082,0.6155,61.55%,0.9982
1983,"Cholesterol_Chol_Normal, Temperature_Temp_Normal",Smoking_No,0.3797,0.7903,79.03%,0.9982
1984,Cholesterol_Chol_Borderline,"Diabetes_No, Smoking_No",0.2144,0.7043,70.43%,0.9982
1985,"Blood Pressure_BP_Normal, Gender_Male, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1515,0.6602,66.02%,0.9982
1986,"Cholesterol_Chol_Borderline, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1667,0.6151,61.51%,0.9982
1987,"Cholesterol_Chol_Normal, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.3171,0.7407,74.07%,0.9982
1988,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Smoking_No",Cholesterol_Chol_Normal,0.2146,0.6155,61.55%,0.9982
1989,Gender_Female,Blood Pressure_BP_Normal,0.2939,0.5931,59.31%,0.9982
1990,"Age_Age_18_22, Gender_Female",Temperature_Temp_Normal,0.1125,0.777,77.7%,0.9982
1991,Blood Pressure_BP_Normal,"Heart Rate_HR_Normal, Smoking_No",0.3487,0.5867,58.67%,0.9982
1992,"Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.3487,0.5931,59.31%,0.9982
